SIMULACION PARA EL MODELO - REPLICA #1

Tiempo_t		N(t)	r_llegada	ste_llegas	r_servicio 	st_servicio		s_llegada	s_salida	s_evento
9749.6533		0		-------		-------		-------		-------			9762.8780	-------		Llegada
9762.8780		1		0.5082		10.1523		0.9458		0.7240			9773.0303	9763.6020	Salida
9763.6020		0		-------		-------		-------		-------			9773.0303	-------		Llegada
9773.0303		1		0.9595		0.6207		0.0049		69.2246			9773.6510	9842.2548	Llegada
9773.6510		2		0.9695		0.4648		0.0513		38.6142			9774.1158	9812.2652	Llegada
9774.1158		3		0.6420		6.6480		0.8783		1.6874			9780.7638	9775.8032	Salida
9775.8032		2		-------		-------		-------		-------			9780.7638	9812.2652	Llegada
9780.7638		3		0.4328		12.5618		0.1346		26.0704			9793.3256	9806.8341	Llegada
9793.3256		4		0.8186		3.0019		0.6175		6.2680			9796.3275	9799.5936	Llegada
9796.3275		5		0.7355		4.6087		-------		-------			9800.9363	9799.5936	Salida
9799.5936		4		-------		-------		0.0130		56.4209			9800.9363	9806.8341	Llegada
9800.9363		5		0.1850		25.3141		-------		-------			9826.2503	9806.8341	Salida
9806.8341		4		-------		-------		0.0876		31.6509			9826.2503	9812.2652	Salida
9812.2652		3		-------		-------		-------		-------			9826.2503	9838.4850	Llegada
9826.2503		4		0.7129		5.0764		0.9760		0.3152			9831.3267	9826.5656	Salida
9826.5656		3		-------		-------		-------		-------			9831.3267	9838.4850	Llegada
9831.3267		4		0.3404		16.1659		0.4604		10.0832			9847.4926	9838.4850	Salida
9838.4850		3		-------		-------		-------		-------			9847.4926	9841.4099	Salida
9841.4099		2		-------		-------		-------		-------			9847.4926	9842.2548	Salida
9842.2548		1		-------		-------		-------		-------			9847.4926	9856.0145	Llegada
9847.4926		2		0.3986		13.7968		0.7936		3.0058			9861.2894	9850.4984	Salida
9850.4984		1		-------		-------		-------		-------			9861.2894	9856.0145	Salida
9856.0145		0		-------		-------		-------		-------			9861.2894	-------		Llegada
9861.2894		1		0.2547		20.5175		0.1846		21.9677			9881.8069	9883.2571	Llegada
9881.8069		2		0.7853		3.6251		0.8593		1.9716			9885.4320	9883.2571	Salida
9883.2571		1		-------		-------		-------		-------			9885.4320	9883.7785	Salida
9883.7785		0		-------		-------		-------		-------			9885.4320	-------		Llegada
9885.4320		1		0.5549		8.8350		0.9285		0.9639			9894.2670	9886.3959	Salida
9886.3959		0		-------		-------		-------		-------			9894.2670	-------		Llegada
9894.2670		1		0.9130		1.3645		0.7844		3.1562			9895.6315	9897.4232	Llegada
9895.6315		2		0.9164		1.3095		0.4213		11.2380			9896.9410	9897.4232	Llegada
9896.9410		3		0.7303		4.7152		0.8759		1.7231			9901.6562	9897.4232	Salida
9897.4232		2		-------		-------		-------		-------			9901.6562	9898.6641	Salida
9898.6641		1		-------		-------		-------		-------			9901.6562	9906.8695	Llegada
9901.6562		2		0.4261		12.7945		0.6998		4.6413			9914.4507	9906.2975	Salida
9906.2975		1		-------		-------		-------		-------			9914.4507	9906.8695	Salida
9906.8695		0		-------		-------		-------		-------			9914.4507	-------		Llegada
9914.4507		1		0.9271		1.1346		0.0681		34.9229			9915.5854	9949.3736	Llegada
9915.5854		2		0.5780		8.2220		0.3600		13.2829			9923.8073	9928.8683	Llegada
9923.8073		3		0.2027		23.9381		0.3967		12.0210			9947.7454	9928.8683	Salida
9928.8683		2		-------		-------		-------		-------			9947.7454	9935.8283	Salida
9935.8283		1		-------		-------		-------		-------			9947.7454	9949.3736	Llegada
9947.7454		2		0.9774		0.3427		0.9382		0.8293			9948.0881	9948.5747	Llegada
9948.0881		3		0.4097		13.3853		0.1624		23.6321			9961.4734	9948.5747	Salida
9948.5747		2		-------		-------		-------		-------			9961.4734	9949.3736	Salida
9949.3736		1		-------		-------		-------		-------			9961.4734	9971.7202	Llegada
9961.4734		2		0.0258		54.8464		0.1226		27.2867			-------			9971.7202	Salida
9971.7202		1		-------		-------		-------		-------			-------			9988.7601	Salida
9988.7601		0		-------		-------		-------		-------			-------		-------		Salida

--------------------------------------------------------------------------------------------------------------------

SIMULACION PARA EL MODELO - REPLICA #2

Tiempo_t		N(t)	r_llegada	ste_llegas	r_servicio 	st_servicio		s_llegada	s_salida	s_evento
0.0000			0		0.1384		29.6622		-------		-------			29.6622		-------		Llegada
29.6622			1		0.3662		15.0689		0.5830		7.0145			44.7311		36.6767		Salida
36.6767			0		-------		-------		-------		-------			44.7311		-------		Llegada
44.7311			1		0.5370		9.3258		0.1598		23.8427			54.0568		68.5738		Llegada
54.0568			2		0.8377		2.6573		0.7216		4.2422			56.7141		58.2990		Llegada
56.7141			3		0.9451		0.8473		0.6969		4.6939			57.5614		58.2990		Llegada
57.5614			4		0.2765		19.2856		0.8736		1.7565			76.8470		58.2990		Salida
58.2990			3		-------		-------		-------		-------			76.8470		59.3179		Salida
59.3179			2		-------		-------		-------		-------			76.8470		61.4080		Salida
61.4080			1		-------		-------		-------		-------			76.8470		68.5738		Salida
68.5738			0		-------		-------		-------		-------			76.8470		-------		Llegada
76.8470			1		0.6100		7.4149		0.0609		36.3819			84.2620		113.2289		Llegada
84.2620			2		0.7900		3.5356		0.0313		45.0505			87.7975		113.2289		Llegada
87.7975			3		0.7912		3.5138		0.6659		5.2865			91.3113		93.0840		Llegada
91.3113			4		0.4574		11.7327		0.4909		9.2492			103.0440	93.0840	Salida
93.0840			3		-------		-------		-------		-------			103.0440	100.5605	Salida
100.5605		2		-------		-------		-------		-------			103.0440	113.2289	Llegada
103.0440		3		0.5930		7.8378		0.5255		8.3634			110.8818	111.4074	Llegada
110.8818		4		0.0689		40.1162		0.9530		0.6260			150.9980	111.4074	Salida
111.4074		3		-------		-------		-------		-------			150.9980	111.5078	Salida
111.5078		2		-------		-------		-------		-------			150.9980	113.2289	Salida
113.2289		1		-------		-------		-------		-------			150.9980	129.3125	Salida
129.3125		0		-------		-------		-------		-------			150.9980	-------		Llegada
150.9980		1		0.7283		4.7563		0.4656		9.9375			155.7543	160.9355	Llegada
155.7543		2		0.9304		1.0822		0.6665		5.2750			156.8364	160.9355	Llegada
156.8364		3		0.8753		1.9980		0.0928		30.9091			158.8344	160.9355	Llegada
158.8344		4		0.6923		5.5162		0.9979		0.0277			164.3506	158.8621	Salida
158.8621		3		-------		-------		-------		-------			164.3506	160.9355	Salida
160.9355		2		-------		-------		-------		-------			164.3506	161.0292	Salida
161.0292		1		-------		-------		-------		-------			164.3506	187.7455	Llegada
164.3506		2		0.2312		21.9678		0.0585		36.9069			186.3184	187.7455	Llegada
186.3184		3		0.5809		8.1485		0.7682		3.4280			194.4669	187.7455	Salida
187.7455		2		-------		-------		-------		-------			194.4669	189.7464	Salida
189.7464		1		-------		-------		-------		-------			194.4669	201.2576	Llegada
194.4669		2		0.2182		22.8318		0.4185		11.3233			217.2987	201.2576	Salida
201.2576		1		-------		-------		-------		-------			217.2987	205.7902	Salida
205.7902		0		-------		-------		-------		-------			217.2987	-------		Llegada
217.2987		1		0.4898		10.7069		0.1633		23.5560			228.0056	240.8547	Llegada
228.0056		2		0.1155		32.3831		0.7662		3.4614			260.3886	231.4670	Salida
231.4670		1		-------		-------		-------		-------			260.3886	240.8547	Salida
240.8547		0		-------		-------		-------		-------			260.3886	-------		Llegada
260.3886		1		0.0369		49.4767		0.7254		4.1728			309.8654	264.5614	Salida
264.5614		0		-------		-------		-------		-------			309.8654	-------		Llegada
309.8654		1		0.8271		2.8468		0.8270		2.4701			312.7122	312.3355	Salida
312.3355		0		-------		-------		-------		-------			312.7122	-------		Llegada
312.7122		1		0.7567		4.1819		0.6183		6.2503			316.8941	318.9625	Llegada
316.8941		2		0.4928		10.6139		0.2141		20.0369			327.5080	318.9625	Salida
318.9625		1		-------		-------		-------		-------			327.5080	336.9310	Llegada
327.5080		2		0.1092		33.2166		0.0859		31.9164			360.7247	336.9310	Salida
336.9310		1		-------		-------		-------		-------			360.7247	359.4244	Salida
359.4244		0		-------		-------		-------		-------			360.7247	-------		Llegada
360.7247		1		0.7396		4.5239		0.1782		22.4258			365.2486	383.1505	Llegada
365.2486		2		0.0388		48.7250		0.4679		9.8734			413.9736	375.1219	Salida
375.1219		1		-------		-------		-------		-------			413.9736	383.1505	Salida
383.1505		0		-------		-------		-------		-------			413.9736	-------		Llegada
413.9736		1		0.6438		6.6064		0.9692		0.4062			420.5799	414.3798	Salida
414.3798		0		-------		-------		-------		-------			420.5799	-------		Llegada
420.5799		1		0.1344		30.1071		0.5191		8.5247			450.6871	429.1046	Salida
429.1046		0		-------		-------		-------		-------			450.6871	-------		Llegada
450.6871		1		0.0620		41.7077		0.8267		2.4747			492.3947	453.1617	Salida
453.1617		0		-------		-------		-------		-------			492.3947	-------		Llegada
492.3947		1		0.5169		9.8977		0.2932		15.9499			502.2925	508.3446	Llegada
502.2925		2		0.8851		1.8300		0.0978		30.2230			504.1225	508.3446	Llegada
504.1225		3		0.0614		41.8538		0.1034		29.4994			545.9762	508.3446	Salida
508.3446		2		-------		-------		-------		-------			545.9762	532.5154	Salida
532.5154		1		-------		-------		-------		-------			545.9762	533.6218	Salida
533.6218		0		-------		-------		-------		-------			545.9762	-------		Llegada
545.9762		1		0.5163		9.9154		0.5512		7.7438			555.8916	553.7200	Salida
553.7200		0		-------		-------		-------		-------			555.8916	-------		Llegada
555.8916		1		0.2667		19.8231		0.6318		5.9698			575.7147	561.8615	Salida
561.8615		0		-------		-------		-------		-------			575.7147	-------		Llegada
575.7147		1		0.3174		17.2126		0.3037		15.4938			592.9273	591.2086	Salida
591.2086		0		-------		-------		-------		-------			592.9273	-------		Llegada
592.9273		1		0.3572		15.4414		0.1446		25.1426			608.3687	618.0699	Llegada
608.3687		2		0.1306		30.5322		0.1139		28.2408			638.9009	618.0699	Salida
618.0699		1		-------		-------		-------		-------			638.9009	636.6095	Salida
636.6095		0		-------		-------		-------		-------			638.9009	-------		Llegada
638.9009		1		0.7629		4.0603		0.6234		6.1424			642.9612	645.0433	Llegada
642.9612		2		0.3280		16.7207		0.8721		1.7795			659.6818	644.7406	Salida
644.7406		1		-------		-------		-------		-------			659.6818	645.0433	Salida
645.0433		0		-------		-------		-------		-------			659.6818	-------		Llegada
659.6818		1		0.7093		5.1521		0.0676		35.0146			664.8340	694.6964	Llegada
664.8340		2		0.0502		44.8661		0.7481		3.7722			709.7000	668.6061	Salida
668.6061		1		-------		-------		-------		-------			709.7000	694.6964	Salida
694.6964		0		-------		-------		-------		-------			709.7000	-------		Llegada
709.7000		1		0.5356		9.3668		0.6940		4.7487			719.0668	714.4487	Salida
714.4487		0		-------		-------		-------		-------			719.0668	-------		Llegada
719.0668		1		0.7174		4.9823		0.6699		5.2076			724.0492	724.2745	Llegada
724.0492		2		0.2131		23.1932		0.7794		3.2403			747.2423	724.2745	Salida
724.2745		1		-------		-------		-------		-------			747.2423	727.2894	Salida
727.2894		0		-------		-------		-------		-------			747.2423	-------		Llegada
747.2423		1		0.4966		10.4999		0.7300		4.0915			757.7422	751.3339	Salida
751.3339		0		-------		-------		-------		-------			757.7422	-------		Llegada
757.7422		1		0.0726		39.3464		0.3817		12.5193			797.0886	770.2615	Salida
770.2615		0		-------		-------		-------		-------			797.0886	-------		Llegada
797.0886		1		0.8278		2.8351		0.1340		26.1305			799.9237	823.2191	Llegada
799.9237		2		0.4851		10.8500		0.3441		13.8686			810.7737	813.7923	Llegada
810.7737		3		0.6852		5.6713		0.7519		3.7077			816.4449	813.7923	Salida
813.7923		2		-------		-------		-------		-------			816.4449	814.4814	Salida
814.4814		1		-------		-------		-------		-------			816.4449	823.2191	Llegada
816.4449		2		0.9759		0.3662		0.0026		77.3715			816.8111	823.2191	Llegada
816.8111		3		0.0555		43.3647		0.3331		14.2914			860.1758	823.2191	Salida
823.2191		2		-------		-------		-------		-------			860.1758	831.1025	Salida
831.1025		1		-------		-------		-------		-------			860.1758	893.8165	Llegada
860.1758		2		0.1472		28.7432		0.1861		21.8564			888.9190	882.0322	Salida
882.0322		1		-------		-------		-------		-------			888.9190	893.8165	Llegada
888.9190		2		0.4470		12.0780		0.9100		1.2257			900.9970	890.1448	Salida
890.1448		1		-------		-------		-------		-------			900.9970	893.8165	Salida
893.8165		0		-------		-------		-------		-------			900.9970	-------		Llegada
900.9970		1		0.8096		3.1685		0.7750		3.3134			904.1655	904.3104	Llegada
904.1655		2		0.7821		3.6867		0.5189		8.5289			907.8522	904.3104	Salida
904.3104		1		-------		-------		-------		-------			907.8522	912.6944	Llegada
907.8522		2		0.8427		2.5679		0.8323		2.3859			910.4201	910.2381	Salida
910.2381		1		-------		-------		-------		-------			910.4201	912.6944	Llegada
910.4201		2		0.2670		19.8061		0.3782		12.6399			930.2262	912.6944	Salida
912.6944		1		-------		-------		-------		-------			930.2262	923.0600	Salida
923.0600		0		-------		-------		-------		-------			930.2262	-------		Llegada
930.2262		1		0.5263		9.6276		0.9844		0.2044			939.8538	930.4306	Salida
930.4306		0		-------		-------		-------		-------			939.8538	-------		Llegada
939.8538		1		0.0481		45.5052		0.7394		3.9253			985.3590	943.7791	Salida
943.7791		0		-------		-------		-------		-------			985.3590	-------		Llegada
985.3590		1		0.7638		4.0420		0.5447		7.8971			989.4011	993.2561	Llegada
989.4011		2		0.4694		11.3458		0.8364		2.3230			1000.7468	991.7241	Salida
991.7241		1		-------		-------		-------		-------			1000.7468	993.2561	Salida
993.2561		0		-------		-------		-------		-------			1000.7468	-------		Llegada
1000.7468		1		0.9265		1.1457		0.2971		15.7761			1001.8925	1016.5229	Llegada
1001.8925		2		0.9703		0.4515		0.4116		11.5402			1002.3440	1013.4327	Llegada
1002.3440		3		0.6412		6.6651		0.6555		5.4902			1009.0092	1007.8343	Salida
1007.8343		2		-------		-------		-------		-------			1009.0092	1013.4327	Llegada
1009.0092		3		0.1635		27.1682		0.6171		6.2749			1036.1774	1013.4327	Salida
1013.4327		2		-------		-------		-------		-------			1036.1774	1015.2841	Salida
1015.2841		1		-------		-------		-------		-------			1036.1774	1016.5229	Salida
1016.5229		0		-------		-------		-------		-------			1036.1774	-------		Llegada
1036.1774		1		0.6581		6.2755		0.2190		19.7442			1042.4529	1055.9217	Llegada
1042.4529		2		0.9502		0.7660		0.8053		2.8153			1043.2189	1045.2682	Llegada
1043.2189		3		0.4051		13.5537		0.3972		12.0025			1056.7726	1045.2682	Salida
1045.2682		2		-------		-------		-------		-------			1056.7726	1055.2214	Salida
1055.2214		1		-------		-------		-------		-------			1056.7726	1055.9217	Salida
1055.9217		0		-------		-------		-------		-------			1056.7726	-------		Llegada
1056.7726		1		0.7153		5.0257		0.2147		20.0005			1061.7982	1076.7731	Llegada
1061.7982		2		0.1722		26.3841		0.4974		9.0787			1088.1824	1070.8770	Salida
1070.8770		1		-------		-------		-------		-------			1088.1824	1076.7731	Salida
1076.7731		0		-------		-------		-------		-------			1088.1824	-------		Llegada
1088.1824		1		0.7336		4.6471		0.0149		54.6962			1092.8294	1142.8786	Llegada
1092.8294		2		0.3297		16.6425		0.0006		96.0855			1109.4719	1142.8786	Llegada
1109.4719		3		0.3931		14.0055		0.8560		2.0206			1123.4774	1111.4925	Salida
1111.4925		2		-------		-------		-------		-------			1123.4774	1142.8786	Llegada
1123.4774		3		0.9850		0.2264		0.4412		10.6363			1123.7038	1134.1137	Llegada
1123.7038		4		0.5954		7.7772		0.7488		3.7606			1131.4810	1127.4644	Salida
1127.4644		3		-------		-------		-------		-------			1131.4810	1134.1137	Llegada
1131.4810		4		0.9860		0.2121		0.0648		35.5767			1131.6930	1134.1137	Llegada
1131.6930		5		0.5852		8.0379		-------		-------			1139.7309	1134.1137	Salida
1134.1137		4		-------		-------		0.9124		1.1914			1139.7309	1135.3051	Salida
1135.3051		3		-------		-------		-------		-------			1139.7309	1142.8786	Llegada
1139.7309		4		0.3619		15.2447		0.5555		7.6422			1154.9756	1142.8786	Salida
1142.8786		3		-------		-------		-------		-------			1154.9756	1147.3731	Salida
1147.3731		2		-------		-------		-------		-------			1154.9756	1167.0577	Llegada
1154.9756		3		0.3240		16.9040		0.0032		74.7883			1171.8796	1167.0577	Salida
1167.0577		2		-------		-------		-------		-------			1171.8796	1188.9149	Llegada
1171.8796		3		0.2110		23.3361		0.4875		9.3406			1195.2157	1181.2202	Salida
1181.2202		2		-------		-------		-------		-------			1195.2157	1188.9149	Salida
1188.9149		1		-------		-------		-------		-------			1195.2157	1229.7638	Llegada
1195.2157		2		0.6203		7.1633		0.8692		1.8230			1202.3790	1197.0388	Salida
1197.0388		1		-------		-------		-------		-------			1202.3790	1229.7638	Llegada
1202.3790		2		0.7065		5.2124		0.5705		7.2958			1207.5914	1209.6748	Llegada
1207.5914		3		0.6744		5.9081		0.1116		28.5099			1213.4995	1209.6748	Salida
1209.6748		2		-------		-------		-------		-------			1213.4995	1229.7638	Llegada
1213.4995		3		0.9677		0.4920		0.3897		12.2494			1213.9915	1225.7489	Llegada
1213.9915		4		0.3263		16.8001		0.1400		25.5630			1230.7916	1225.7489	Salida
1225.7489		3		-------		-------		-------		-------			1230.7916	1229.7638	Salida
1229.7638		2		-------		-------		-------		-------			1230.7916	1236.1013	Llegada
1230.7916		3		0.8871		1.7962		0.0599		36.6033			1232.5878	1236.1013	Llegada
1232.5878		4		0.1548		27.9798		0.2169		19.8701			1260.5676	1236.1013	Salida
1236.1013		3		-------		-------		-------		-------			1260.5676	1239.5545	Salida
1239.5545		2		-------		-------		-------		-------			1260.5676	1252.4579	Salida
1252.4579		1		-------		-------		-------		-------			1260.5676	1267.3949	Llegada
1260.5676		2		0.0605		42.0809		0.5479		7.8206			1302.6485	1267.3949	Salida
1267.3949		1		-------		-------		-------		-------			1302.6485	1268.3882	Salida
1268.3882		0		-------		-------		-------		-------			1302.6485	-------		Llegada
1302.6485		1		0.0729		39.2766		0.0455		40.1699			1341.9251	1342.8184	Llegada
1341.9251		2		0.9892		0.1632		0.6683		5.2384			1342.0883	1342.8184	Llegada
1342.0883		3		0.7943		3.4543		0.9751		0.3272			1345.5426	1342.4155	Salida
1342.4155		2		-------		-------		-------		-------			1345.5426	1342.8184	Salida
1342.8184		1		-------		-------		-------		-------			1345.5426	1347.1635	Llegada
1345.5426		2		0.7331		4.6565		0.3795		12.5967			1350.1991	1347.1635	Salida
1347.1635		1		-------		-------		-------		-------			1350.1991	1358.1393	Llegada
1350.1991		2		0.8876		1.7890		0.0951		30.5929			1351.9882	1358.1393	Llegada
1351.9882		3		0.9350		1.0084		0.2116		20.1902			1352.9965	1358.1393	Llegada
1352.9965		4		0.0982		34.8069		0.1460		25.0123			1387.8034	1358.1393	Salida
1358.1393		3		-------		-------		-------		-------			1387.8034	1372.1784	Salida
1372.1784		2		-------		-------		-------		-------			1387.8034	1378.0088	Salida
1378.0088		1		-------		-------		-------		-------			1387.8034	1380.7920	Salida
1380.7920		0		-------		-------		-------		-------			1387.8034	-------		Llegada
1387.8034		1		0.6991		5.3700		0.7185		4.2972			1393.1734	1392.1006	Salida
1392.1006		0		-------		-------		-------		-------			1393.1734	-------		Llegada
1393.1734		1		0.0152		62.8232		0.4055		11.7333			1455.9966	1404.9067	Salida
1404.9067		0		-------		-------		-------		-------			1455.9966	-------		Llegada
1455.9966		1		0.2890		18.6176		0.6896		4.8311			1474.6142	1460.8277	Salida
1460.8277		0		-------		-------		-------		-------			1474.6142	-------		Llegada
1474.6142		1		0.5171		9.8927		0.2568		17.6740			1484.5069	1492.2882	Llegada
1484.5069		2		0.0794		38.0068		0.8434		2.2144			1522.5136	1486.7212	Salida
1486.7212		1		-------		-------		-------		-------			1522.5136	1492.2882	Salida
1492.2882		0		-------		-------		-------		-------			1522.5136	-------		Llegada
1522.5136		1		0.3967		13.8670		0.9665		0.4429			1536.3807	1522.9566	Salida
1522.9566		0		-------		-------		-------		-------			1536.3807	-------		Llegada
1536.3807		1		0.9032		1.5264		0.5516		7.7344			1537.9071	1544.1151	Llegada
1537.9071		2		0.1834		25.4438		0.9637		0.4803			1563.3508	1538.3873	Salida
1538.3873		1		-------		-------		-------		-------			1563.3508	1544.1151	Salida
1544.1151		0		-------		-------		-------		-------			1563.3508	-------		Llegada
1563.3508		1		0.0995		34.6091		0.2563		17.6990			1597.9599	1581.0498	Salida
1581.0498		0		-------		-------		-------		-------			1597.9599	-------		Llegada
1597.9599		1		0.0092		70.2753		0.0887		31.4907			1668.2352	1629.4506	Salida
1629.4506		0		-------		-------		-------		-------			1668.2352	-------		Llegada
1668.2352		1		0.9246		1.1755		0.8035		2.8435			1669.4107	1671.0787	Llegada
1669.4107		2		0.0639		41.2676		0.6578		5.4460			1710.6782	1671.0787	Salida
1671.0787		1		-------		-------		-------		-------			1710.6782	1674.8566	Salida
1674.8566		0		-------		-------		-------		-------			1710.6782	-------		Llegada
1710.6782		1		0.1830		25.4731		0.9514		0.6474			1736.1514	1711.3256	Salida
1711.3256		0		-------		-------		-------		-------			1736.1514	-------		Llegada
1736.1514		1		0.7528		4.2591		0.1180		27.7823			1740.4105	1763.9337	Llegada
1740.4105		2		0.1630		27.2088		0.8510		2.0969			1767.6192	1742.5073	Salida
1742.5073		1		-------		-------		-------		-------			1767.6192	1763.9337	Salida
1763.9337		0		-------		-------		-------		-------			1767.6192	-------		Llegada
1767.6192		1		0.2640		19.9762		0.8621		1.9292			1787.5955	1769.5484	Salida
1769.5484		0		-------		-------		-------		-------			1787.5955	-------		Llegada
1787.5955		1		0.5696		8.4432		0.2792		16.5863			1796.0386	1804.1817	Llegada
1796.0386		2		0.2676		19.7729		0.8586		1.9817			1815.8116	1798.0203	Salida
1798.0203		1		-------		-------		-------		-------			1815.8116	1804.1817	Salida
1804.1817		0		-------		-------		-------		-------			1815.8116	-------		Llegada
1815.8116		1		0.9688		0.4754		0.7847		3.1515			1816.2870	1818.9631	Llegada
1816.2870		2		0.1154		32.3913		0.0482		39.4321			1848.6783	1818.9631	Salida
1818.9631		1		-------		-------		-------		-------			1848.6783	1855.7191	Llegada
1848.6783		2		0.6281		6.9758		0.5121		8.6992			1855.6541	1855.7191	Llegada
1855.6541		3		0.0147		63.3384		0.5313		8.2203			1918.9924	1855.7191	Salida
1855.7191		2		-------		-------		-------		-------			1918.9924	1857.3775	Salida
1857.3775		1		-------		-------		-------		-------			1918.9924	1863.8744	Salida
1863.8744		0		-------		-------		-------		-------			1918.9924	-------		Llegada
1918.9924		1		0.0637		41.2983		0.1980		21.0513			1960.2907	1940.0438	Salida
1940.0438		0		-------		-------		-------		-------			1960.2907	-------		Llegada
1960.2907		1		0.4951		10.5455		0.1633		23.5617			1970.8362	1983.8524	Llegada
1970.8362		2		0.4543		11.8344		0.5043		8.8993			1982.6706	1979.7355	Salida
1979.7355		1		-------		-------		-------		-------			1982.6706	1983.8524	Llegada
1982.6706		2		0.2520		20.6769		0.3789		12.6147			2003.3475	1983.8524	Salida
1983.8524		1		-------		-------		-------		-------			2003.3475	1995.2854	Salida
1995.2854		0		-------		-------		-------		-------			2003.3475	-------		Llegada
2003.3475		1		0.3079		17.6721		0.3158		14.9836			2021.0196	2018.3311	Salida
2018.3311		0		-------		-------		-------		-------			2021.0196	-------		Llegada
2021.0196		1		0.0367		49.5747		0.4909		9.2507			2070.5943	2030.2703	Salida
2030.2703		0		-------		-------		-------		-------			2070.5943	-------		Llegada
2070.5943		1		0.2672		19.7941		0.7895		3.0724			2090.3883	2073.6667	Salida
2073.6667		0		-------		-------		-------		-------			2090.3883	-------		Llegada
2090.3883		1		0.6089		7.4425		0.4303		10.9639			2097.8309	2101.3522	Llegada
2097.8309		2		0.6405		6.6814		0.8729		1.7675			2104.5123	2099.5984	Salida
2099.5984		1		-------		-------		-------		-------			2104.5123	2101.3522	Salida
2101.3522		0		-------		-------		-------		-------			2104.5123	-------		Llegada
2104.5123		1		0.2923		18.4474		0.2101		20.2812			2122.9597	2124.7935	Llegada
2122.9597		2		0.1521		28.2519		0.5600		7.5386			2151.2117	2124.7935	Salida
2124.7935		1		-------		-------		-------		-------			2151.2117	2130.4983	Salida
2130.4983		0		-------		-------		-------		-------			2151.2117	-------		Llegada
2151.2117		1		0.0687		40.1638		0.1209		27.4701			2191.3755	2178.6818	Salida
2178.6818		0		-------		-------		-------		-------			2191.3755	-------		Llegada
2191.3755		1		0.3447		15.9770		0.1841		21.9981			2207.3524	2213.3736	Llegada
2207.3524		2		0.1690		26.6657		0.9728		0.3587			2234.0182	2207.7111	Salida
2207.7111		1		-------		-------		-------		-------			2234.0182	2213.3736	Salida
2213.3736		0		-------		-------		-------		-------			2234.0182	-------		Llegada
2234.0182		1		0.6963		5.4306		0.1837		22.0289			2239.4488	2256.0471	Llegada
2239.4488		2		0.5041		10.2737		0.7600		3.5681			2249.7224	2243.0169	Salida
2243.0169		1		-------		-------		-------		-------			2249.7224	2256.0471	Llegada
2249.7224		2		0.3817		14.4462		0.9992		0.0102			2264.1686	2249.7327	Salida
2249.7327		1		-------		-------		-------		-------			2264.1686	2256.0471	Salida
2256.0471		0		-------		-------		-------		-------			2264.1686	-------		Llegada
2264.1686		1		0.9232		1.1981		0.8360		2.3281			2265.3668	2266.4968	Llegada
2265.3668		2		0.5035		10.2917		0.1752		22.6438			2275.6585	2266.4968	Salida
2266.4968		1		-------		-------		-------		-------			2275.6585	2288.0106	Llegada
2275.6585		2		0.2150		23.0583		0.8114		2.7173			2298.7168	2278.3757	Salida
2278.3757		1		-------		-------		-------		-------			2298.7168	2288.0106	Salida
2288.0106		0		-------		-------		-------		-------			2298.7168	-------		Llegada
2298.7168		1		0.4910		10.6691		0.2517		17.9349			2309.3859	2316.6517	Llegada
2309.3859		2		0.3022		17.9479		0.7583		3.5975			2327.3339	2312.9834	Salida
2312.9834		1		-------		-------		-------		-------			2327.3339	2316.6517	Salida
2316.6517		0		-------		-------		-------		-------			2327.3339	-------		Llegada
2327.3339		1		0.0412		47.8443		0.9111		1.2103			2375.1781	2328.5442	Salida
2328.5442		0		-------		-------		-------		-------			2375.1781	-------		Llegada
2375.1781		1		0.1885		25.0286		0.6817		4.9804			2400.2068	2380.1586	Salida
2380.1586		0		-------		-------		-------		-------			2400.2068	-------		Llegada
2400.2068		1		0.7840		3.6507		0.4809		9.5184			2403.8575	2409.7252	Llegada
2403.8575		2		0.8919		1.7168		0.9360		0.8593			2405.5743	2404.7168	Salida
2404.7168		1		-------		-------		-------		-------			2405.5743	2409.7252	Llegada
2405.5743		2		0.0408		47.9792		0.9606		0.5228			2453.5535	2406.0971	Salida
2406.0971		1		-------		-------		-------		-------			2453.5535	2409.7252	Salida
2409.7252		0		-------		-------		-------		-------			2453.5535	-------		Llegada
2453.5535		1		0.0569		42.9966		0.3855		12.3917			2496.5501	2465.9452	Salida
2465.9452		0		-------		-------		-------		-------			2496.5501	-------		Llegada
2496.5501		1		0.1447		28.9960		0.2259		19.3382			2525.5461	2515.8882	Salida
2515.8882		0		-------		-------		-------		-------			2525.5461	-------		Llegada
2525.5461		1		0.3583		15.3963		0.8410		2.2518			2540.9424	2527.7979	Salida
2527.7979		0		-------		-------		-------		-------			2540.9424	-------		Llegada
2540.9424		1		0.4096		13.3883		0.8624		1.9241			2554.3307	2542.8666	Salida
2542.8666		0		-------		-------		-------		-------			2554.3307	-------		Llegada
2554.3307		1		0.6009		7.6390		0.7913		3.0426			2561.9697	2557.3733	Salida
2557.3733		0		-------		-------		-------		-------			2561.9697	-------		Llegada
2561.9697		1		0.8616		2.2338		0.5242		8.3973			2564.2035	2570.3670	Llegada
2564.2035		2		0.6274		6.9936		0.3652		13.0963			2571.1971	2570.3670	Salida
2570.3670		1		-------		-------		-------		-------			2571.1971	2577.2998	Llegada
2571.1971		2		0.6994		5.3637		0.8423		2.2305			2576.5608	2573.4276	Salida
2573.4276		1		-------		-------		-------		-------			2576.5608	2577.2998	Llegada
