SIMULACION PARA EL MODELO - REPLICA #1

Tiempo_t	N(t)	r_llegada	ste_llegas	r_servicio 	st_servicio	s_llegada	s_salida	s_evento
3.2408	2	0.1517	18.8590	0.7383	1.5167	22.0998	4.7575	Salida
4.7575	1	-------	-------	-------	-------	22.0998	7.6659	Salida
7.6659	0	-------	-------	-------	-------	22.0998	-------	Llegada
22.0998	1	0.5057	6.8190	0.2318	7.3098	28.9188	29.4096	Llegada
28.9188	2	0.3611	10.1865	0.6486	2.1644	39.1053	29.4096	Salida
29.4096	1	-------	-------	-------	-------	39.1053	31.0832	Salida
31.0832	0	-------	-------	-------	-------	39.1053	-------	Llegada
39.1053	1	0.3599	10.2197	0.3563	5.1595	49.3249	44.2648	Salida
44.2648	0	-------	-------	-------	-------	49.3249	-------	Llegada
49.3249	1	0.5022	6.8878	0.9663	0.1716	56.2127	49.4965	Salida
49.4965	0	-------	-------	-------	-------	56.2127	-------	Llegada
56.2127	1	0.5147	6.6415	0.7014	1.7731	62.8542	57.9858	Salida
57.9858	0	-------	-------	-------	-------	62.8542	-------	Llegada
62.8542	1	0.9184	0.8511	0.0362	16.5978	63.7054	79.4521	Llegada
63.7054	2	0.0695	26.6625	0.3861	4.7584	90.3678	68.4637	Salida
68.4637	1	-------	-------	-------	-------	90.3678	79.4521	Salida
79.4521	0	-------	-------	-------	-------	90.3678	-------	Llegada
90.3678	1	0.5651	5.7072	0.7917	1.1678	96.0751	91.5356	Salida
91.5356	0	-------	-------	-------	-------	96.0751	-------	Llegada
96.0751	1	0.3484	10.5432	0.1201	10.5958	106.6182	106.6709	Llegada
106.6182	2	0.2570	13.5856	0.2325	7.2948	120.2038	106.6709	Salida
106.6709	1	-------	-------	-------	-------	120.2038	113.9130	Salida
113.9130	0	-------	-------	-------	-------	120.2038	-------	Llegada
120.2038	1	0.8250	1.9237	0.1388	9.8749	122.1275	130.0787	Llegada
122.1275	2	0.9901	0.0991	0.7495	1.4415	122.2266	123.5690	Llegada
122.2266	3	0.2246	14.9358	0.2589	6.7569	137.1624	123.5690	Salida
123.5690	2	-------	-------	-------	-------	137.1624	128.9834	Salida
128.9834	1	-------	-------	-------	-------	137.1624	130.0787	Salida
130.0787	0	-------	-------	-------	-------	137.1624	-------	Llegada
137.1624	1	0.5745	5.5418	0.1012	11.4555	142.7041	148.6179	Llegada
142.7041	2	0.5760	5.5163	0.7262	1.5994	148.2204	144.3035	Salida
144.3035	1	-------	-------	-------	-------	148.2204	148.6179	Llegada
148.2204	2	0.8395	1.7495	0.0817	12.5255	149.9699	148.6179	Salida
148.6179	1	-------	-------	-------	-------	149.9699	160.7459	Llegada
149.9699	2	0.9580	0.4289	0.2006	8.0327	150.3988	158.0026	Llegada
150.3988	3	0.7303	3.1430	0.3179	5.7300	153.5418	156.1288	Llegada
153.5418	4	0.5569	5.8536	0.2325	7.2946	159.3953	156.1288	Salida
156.1288	3	-------	-------	-------	-------	159.3953	158.0026	Salida
158.0026	2	-------	-------	-------	-------	159.3953	160.7459	Llegada
159.3953	3	0.2842	12.5817	0.0716	13.1820	171.9770	160.7459	Salida
160.7459	2	-------	-------	-------	-------	171.9770	160.8363	Salida
160.8363	1	-------	-------	-------	-------	171.9770	172.5773	Llegada
171.9770	2	0.9339	0.6836	0.2026	7.9830	172.6606	172.5773	Salida
172.5773	1	-------	-------	-------	-------	172.6606	179.9600	Llegada
172.6606	2	0.1078	22.2760	0.0034	28.3607	194.9365	179.9600	Salida
179.9600	1	-------	-------	-------	-------	194.9365	201.0213	Llegada
194.9365	2	0.5887	5.2988	0.6729	1.9808	200.2353	196.9173	Salida
196.9173	1	-------	-------	-------	-------	200.2353	201.0213	Llegada
200.2353	2	0.7951	2.2923	0.9371	0.3248	202.5276	200.5601	Salida
200.5601	1	-------	-------	-------	-------	202.5276	201.0213	Salida
201.0213	0	-------	-------	-------	-------	202.5276	-------	Llegada
202.5276	1	0.7930	2.3189	0.0522	14.7654	204.8465	217.2930	Llegada
204.8465	2	0.1696	17.7439	0.6180	2.4060	222.5904	207.2525	Salida
207.2525	1	-------	-------	-------	-------	222.5904	217.2930	Salida
217.2930	0	-------	-------	-------	-------	222.5904	-------	Llegada
222.5904	1	0.1909	16.5579	0.1597	9.1714	239.1483	231.7618	Salida
231.7618	0	-------	-------	-------	-------	239.1483	-------	Llegada
239.1483	1	0.3676	10.0084	0.4155	4.3913	249.1567	243.5396	Salida
243.5396	0	-------	-------	-------	-------	249.1567	-------	Llegada
249.1567	1	0.4186	8.7081	0.9421	0.2981	257.8647	249.4548	Salida
249.4548	0	-------	-------	-------	-------	257.8647	-------	Llegada
257.8647	1	0.5167	6.6036	0.9946	0.0270	264.4684	257.8917	Salida
257.8917	0	-------	-------	-------	-------	264.4684	-------	Llegada
264.4684	1	0.6684	4.0294	0.3562	5.1619	268.4977	269.6302	Llegada
268.4977	2	0.0763	25.7319	0.6264	2.3390	294.2296	269.6302	Salida
269.6302	1	-------	-------	-------	-------	294.2296	270.8368	Salida
270.8368	0	-------	-------	-------	-------	294.2296	-------	Llegada
294.2296	1	0.5567	5.8565	0.8066	1.0747	300.0862	295.3043	Salida
295.3043	0	-------	-------	-------	-------	300.0862	-------	Llegada
300.0862	1	0.9443	0.5733	0.1136	10.8732	300.6595	310.9593	Llegada
300.6595	2	0.0391	32.4211	0.2285	7.3821	333.0806	308.0415	Salida
308.0415	1	-------	-------	-------	-------	333.0806	310.9593	Salida
310.9593	0	-------	-------	-------	-------	333.0806	-------	Llegada
333.0806	1	0.1853	16.8595	0.9730	0.1368	349.9401	333.2174	Salida
333.2174	0	-------	-------	-------	-------	349.9401	-------	Llegada
349.9401	1	0.4310	8.4156	0.2931	6.1370	358.3557	356.0771	Salida
356.0771	0	-------	-------	-------	-------	358.3557	-------	Llegada
358.3557	1	0.9764	0.2383	0.0197	19.6315	358.5940	377.9871	Llegada
358.5940	2	0.9660	0.3463	0.7716	1.2965	358.9403	359.8905	Llegada
358.9403	3	0.9568	0.4414	0.7590	1.3788	359.3817	359.8905	Llegada
359.3817	4	0.8238	1.9386	0.1264	10.3411	361.3203	359.8905	Salida
359.8905	3	-------	-------	-------	-------	361.3203	360.3191	Salida
360.3191	2	-------	-------	-------	-------	361.3203	369.7228	Llegada
361.3203	3	0.3770	9.7543	0.0147	21.0941	371.0746	369.7228	Salida
369.7228	2	-------	-------	-------	-------	371.0746	377.9871	Llegada
371.0746	3	0.2861	12.5128	0.7446	1.4745	383.5874	372.5491	Salida
372.5491	2	-------	-------	-------	-------	383.5874	377.9871	Salida
377.9871	1	-------	-------	-------	-------	383.5874	382.4144	Salida
382.4144	0	-------	-------	-------	-------	383.5874	-------	Llegada
383.5874	1	0.4302	8.4345	0.7048	1.7495	392.0218	385.3369	Salida
385.3369	0	-------	-------	-------	-------	392.0218	-------	Llegada
392.0218	1	0.6867	3.7583	0.9469	0.2729	395.7801	392.2947	Salida
392.2947	0	-------	-------	-------	-------	395.7801	-------	Llegada
395.7801	1	0.6994	3.5757	0.3551	5.1772	399.3558	400.9573	Llegada
399.3558	2	0.3030	11.9386	0.7757	1.2701	411.2944	400.6259	Salida
400.6259	1	-------	-------	-------	-------	411.2944	400.9573	Salida
400.9573	0	-------	-------	-------	-------	411.2944	-------	Llegada
411.2944	1	0.9814	0.1873	0.8598	0.7553	411.4817	412.0497	Llegada
411.4817	2	0.5823	5.4084	0.9257	0.3859	416.8900	411.8675	Salida
411.8675	1	-------	-------	-------	-------	416.8900	412.0497	Salida
412.0497	0	-------	-------	-------	-------	416.8900	-------	Llegada
416.8900	1	0.9734	0.2692	0.6213	2.3794	417.1592	419.2694	Llegada
417.1592	2	0.1542	18.6959	0.1587	9.2035	435.8551	419.2694	Salida
419.2694	1	-------	-------	-------	-------	435.8551	426.3627	Salida
426.3627	0	-------	-------	-------	-------	435.8551	-------	Llegada
435.8551	1	0.5944	5.2028	0.5852	2.6788	441.0580	438.5339	Salida
438.5339	0	-------	-------	-------	-------	441.0580	-------	Llegada
441.0580	1	0.4518	7.9460	0.5708	2.8036	449.0039	443.8615	Salida
443.8615	0	-------	-------	-------	-------	449.0039	-------	Llegada
449.0039	1	0.6049	5.0262	0.4177	4.3647	454.0302	453.3686	Salida
453.3686	0	-------	-------	-------	-------	454.0302	-------	Llegada
454.0302	1	0.3424	10.7178	0.5618	2.8833	464.7480	456.9135	Salida
456.9135	0	-------	-------	-------	-------	464.7480	-------	Llegada
464.7480	1	0.1767	17.3321	0.1662	8.9737	482.0801	473.7217	Salida
473.7217	0	-------	-------	-------	-------	482.0801	-------	Llegada
482.0801	1	0.6882	3.7371	0.5537	2.9553	485.8172	485.0354	Salida
485.0354	0	-------	-------	-------	-------	485.8172	-------	Llegada
485.8172	1	0.1809	17.0988	0.9743	0.1301	502.9160	485.9473	Salida
485.9473	0	-------	-------	-------	-------	502.9160	-------	Llegada
502.9160	1	0.2983	12.0950	0.6111	2.4624	515.0110	505.3784	Salida
505.3784	0	-------	-------	-------	-------	515.0110	-------	Llegada
515.0110	1	0.6791	3.8703	0.9851	0.0752	518.8813	515.0862	Salida
515.0862	0	-------	-------	-------	-------	518.8813	-------	Llegada
518.8813	1	0.5580	5.8339	0.3784	4.8584	524.7153	523.7397	Salida
523.7397	0	-------	-------	-------	-------	524.7153	-------	Llegada
524.7153	1	0.3401	10.7841	0.8611	0.7480	535.4993	525.4633	Salida
525.4633	0	-------	-------	-------	-------	535.4993	-------	Llegada
535.4993	1	0.1541	18.7005	0.3216	5.6725	554.1998	541.1718	Salida
541.1718	0	-------	-------	-------	-------	554.1998	-------	Llegada
554.1998	1	0.7208	3.2734	0.7364	1.5301	557.4732	555.7298	Salida
555.7298	0	-------	-------	-------	-------	557.4732	-------	Llegada
557.4732	1	0.2473	13.9709	0.6943	1.8244	571.4441	559.2976	Salida
559.2976	0	-------	-------	-------	-------	571.4441	-------	Llegada
571.4441	1	0.3577	10.2800	0.4015	4.5627	581.7241	576.0068	Salida
576.0068	0	-------	-------	-------	-------	581.7241	-------	Llegada
581.7241	1	0.8530	1.5901	0.9521	0.2456	583.3142	581.9697	Salida
581.9697	0	-------	-------	-------	-------	583.3142	-------	Llegada
583.3142	1	0.9867	0.1336	0.3048	5.9413	583.4478	589.2555	Llegada
583.4478	2	0.5229	6.4842	0.5917	2.6240	589.9320	586.0718	Salida
586.0718	1	-------	-------	-------	-------	589.9320	589.2555	Salida
589.2555	0	-------	-------	-------	-------	589.9320	-------	Llegada
589.9320	1	0.7225	3.2508	0.8653	0.7236	593.1827	590.6556	Salida
590.6556	0	-------	-------	-------	-------	593.1827	-------	Llegada
593.1827	1	0.1534	18.7446	0.8992	0.5313	611.9273	593.7141	Salida
593.7141	0	-------	-------	-------	-------	611.9273	-------	Llegada
611.9273	1	0.0314	34.5960	0.8416	0.8622	646.5233	612.7895	Salida
612.7895	0	-------	-------	-------	-------	646.5233	-------	Llegada
646.5233	1	0.4529	7.9201	0.2123	7.7481	654.4435	654.2714	Salida
654.2714	0	-------	-------	-------	-------	654.4435	-------	Llegada
654.4435	1	0.8159	2.0342	0.7513	1.4299	656.4777	655.8734	Salida
655.8734	0	-------	-------	-------	-------	656.4777	-------	Llegada
656.4777	1	0.8234	1.9426	0.4950	3.5160	658.4203	659.9936	Llegada
658.4203	2	0.7363	3.0606	0.3814	4.8190	661.4809	659.9936	Salida
659.9936	1	-------	-------	-------	-------	661.4809	663.2392	Llegada
661.4809	2	0.8735	1.3530	0.0765	12.8537	662.8339	663.2392	Llegada
662.8339	3	0.2425	14.1678	0.0276	17.9556	677.0017	663.2392	Salida
663.2392	2	-------	-------	-------	-------	677.0017	674.3346	Salida
674.3346	1	-------	-------	-------	-------	677.0017	680.7896	Llegada
677.0017	2	0.3981	9.2114	0.9633	0.1868	686.2131	677.1885	Salida
677.1885	1	-------	-------	-------	-------	686.2131	680.7896	Salida
680.7896	0	-------	-------	-------	-------	686.2131	-------	Llegada
686.2131	1	0.7639	2.6926	0.6454	2.1896	688.9057	688.4027	Salida
688.4027	0	-------	-------	-------	-------	688.9057	-------	Llegada
688.9057	1	0.6576	4.1914	0.1217	10.5324	693.0971	699.4381	Llegada
693.0971	2	0.0469	30.6013	0.5106	3.3608	723.6984	696.4579	Salida
696.4579	1	-------	-------	-------	-------	723.6984	699.4381	Salida
699.4381	0	-------	-------	-------	-------	723.6984	-------	Llegada
723.6984	1	0.0737	26.0724	0.0336	16.9647	749.7708	740.6631	Salida
740.6631	0	-------	-------	-------	-------	749.7708	-------	Llegada
749.7708	1	0.8154	2.0413	0.5966	2.5825	751.8121	752.3532	Llegada
751.8121	2	0.6253	4.6955	0.5378	3.1011	756.5077	752.3532	Salida
752.3532	1	-------	-------	-------	-------	756.5077	754.9133	Salida
754.9133	0	-------	-------	-------	-------	756.5077	-------	Llegada
756.5077	1	0.4619	7.7245	0.7787	1.2505	764.2322	757.7582	Salida
757.7582	0	-------	-------	-------	-------	764.2322	-------	Llegada
764.2322	1	0.4370	8.2779	0.4933	3.5330	772.5101	767.7651	Salida
767.7651	0	-------	-------	-------	-------	772.5101	-------	Llegada
772.5101	1	0.6203	4.7750	0.8899	0.5830	777.2851	773.0931	Salida
773.0931	0	-------	-------	-------	-------	777.2851	-------	Llegada
777.2851	1	0.7057	3.4863	0.4363	4.1475	780.7714	781.4326	Llegada
780.7714	2	0.6412	4.4438	0.5291	3.1829	785.2151	781.4326	Salida
781.4326	1	-------	-------	-------	-------	785.2151	783.9543	Salida
783.9543	0	-------	-------	-------	-------	785.2151	-------	Llegada
785.2151	1	0.9313	0.7121	0.3776	4.8700	785.9272	790.0852	Llegada
785.9272	2	0.9105	0.9372	0.8047	1.0863	786.8643	787.0135	Llegada
786.8643	3	0.4540	7.8956	0.1530	9.3854	794.7599	787.0135	Salida
787.0135	2	-------	-------	-------	-------	794.7599	790.0852	Salida
790.0852	1	-------	-------	-------	-------	794.7599	796.2498	Llegada
794.7599	2	0.8323	1.8358	0.8521	0.8002	796.5957	795.5601	Salida
795.5601	1	-------	-------	-------	-------	796.5957	796.2498	Salida
796.2498	0	-------	-------	-------	-------	796.5957	-------	Llegada
796.5957	1	0.1164	21.5098	0.5962	2.5856	818.1055	799.1813	Salida
799.1813	0	-------	-------	-------	-------	818.1055	-------	Llegada
818.1055	1	0.4975	6.9818	0.7740	1.2810	825.0873	819.3865	Salida
819.3865	0	-------	-------	-------	-------	825.0873	-------	Llegada
825.0873	1	0.7179	3.3143	0.5444	3.0406	828.4015	828.1279	Salida
828.1279	0	-------	-------	-------	-------	828.4015	-------	Llegada
828.4015	1	0.2846	12.5672	0.7916	1.1683	840.9687	829.5698	Salida
829.5698	0	-------	-------	-------	-------	840.9687	-------	Llegada
840.9687	1	0.5780	5.4821	0.0999	11.5160	846.4509	852.4847	Llegada
846.4509	2	0.3882	9.4611	0.2033	7.9663	855.9119	852.4847	Salida
852.4847	1	-------	-------	-------	-------	855.9119	854.4172	Salida
854.4172	0	-------	-------	-------	-------	855.9119	-------	Llegada
855.9119	1	0.6378	4.4979	0.8501	0.8118	860.4098	856.7238	Salida
856.7238	0	-------	-------	-------	-------	860.4098	-------	Llegada
860.4098	1	0.9820	0.1818	0.0748	12.9663	860.5917	873.3761	Llegada
860.5917	2	0.3435	10.6870	0.6023	2.5349	871.2787	863.1265	Salida
863.1265	1	-------	-------	-------	-------	871.2787	873.3761	Llegada
871.2787	2	0.9647	0.3592	0.0491	15.0687	871.6378	873.3761	Llegada
871.6378	3	0.0386	32.5496	0.6059	2.5048	904.1875	873.3761	Salida
873.3761	2	-------	-------	-------	-------	904.1875	874.1427	Salida
874.1427	1	-------	-------	-------	-------	904.1875	886.3474	Salida
886.3474	0	-------	-------	-------	-------	904.1875	-------	Llegada
904.1875	1	0.5782	5.4783	0.9699	0.1531	909.6657	904.3405	Salida
904.3405	0	-------	-------	-------	-------	909.6657	-------	Llegada
909.6657	1	0.9835	0.1662	0.4887	3.5796	909.8320	913.2453	Llegada
909.8320	2	0.7746	2.5544	0.4376	4.1327	912.3864	913.2453	Llegada
912.3864	3	0.6418	4.4351	0.6069	2.4973	916.8215	913.2453	Salida
913.2453	2	-------	-------	-------	-------	916.8215	913.9647	Salida
913.9647	1	-------	-------	-------	-------	916.8215	914.8836	Salida
914.8836	0	-------	-------	-------	-------	916.8215	-------	Llegada
916.8215	1	0.2897	12.3901	0.7582	1.3844	929.2116	918.2058	Salida
918.2058	0	-------	-------	-------	-------	929.2116	-------	Llegada
929.2116	1	0.2031	15.9407	0.7872	1.1966	945.1523	930.4082	Salida
930.4082	0	-------	-------	-------	-------	945.1523	-------	Llegada
945.1523	1	0.5321	6.3086	0.9210	0.4115	951.4609	945.5638	Salida
945.5638	0	-------	-------	-------	-------	951.4609	-------	Llegada
951.4609	1	0.3315	11.0403	0.8167	1.0123	962.5012	952.4732	Salida
952.4732	0	-------	-------	-------	-------	962.5012	-------	Llegada
962.5012	1	0.7126	3.3879	0.9095	0.4742	965.8890	962.9754	Salida
962.9754	0	-------	-------	-------	-------	965.8890	-------	Llegada
965.8890	1	0.9167	0.8702	0.1009	11.4689	966.7592	977.3579	Llegada
966.7592	2	0.1128	21.8237	0.5544	2.9491	988.5829	969.7084	Salida
969.7084	1	-------	-------	-------	-------	988.5829	977.3579	Salida
977.3579	0	-------	-------	-------	-------	988.5829	-------	Llegada
988.5829	1	0.9510	0.5023	0.0948	11.7823	989.0852	1000.3653	Llegada
989.0852	2	0.6292	4.6331	0.2945	6.1129	993.7182	995.1981	Llegada
993.7182	3	0.6971	3.6087	0.5939	2.6050	997.3269	995.1981	Salida
995.1981	2	-------	-------	-------	-------	997.3269	996.3233	Salida
996.3233	1	-------	-------	-------	-------	997.3269	1000.3653	Llegada
997.3269	2	0.3436	10.6835	0.7357	1.5350	1008.0104	998.8619	Salida
998.8619	1	-------	-------	-------	-------	1008.0104	1000.3653	Salida
1000.3653	0	-------	-------	-------	-------	1008.0104	-------	Llegada
1008.0104	1	0.1999	16.1010	0.9218	0.4072	1024.1114	1008.4177	Salida
1008.4177	0	-------	-------	-------	-------	1024.1114	-------	Llegada
1024.1114	1	0.7055	3.4884	0.1834	8.4809	1027.5998	1032.5923	Llegada
1027.5998	2	0.4105	8.9032	0.4801	3.6690	1036.5030	1031.2688	Salida
1031.2688	1	-------	-------	-------	-------	1036.5030	1032.5923	Salida
1032.5923	0	-------	-------	-------	-------	1036.5030	-------	Llegada
1036.5030	1	0.6209	4.7652	0.0523	14.7532	1041.2682	1051.2563	Llegada
1041.2682	2	0.0869	24.4250	0.9106	0.4682	1065.6933	1041.7364	Salida
1041.7364	1	-------	-------	-------	-------	1065.6933	1051.2563	Salida
1051.2563	0	-------	-------	-------	-------	1065.6933	-------	Llegada
1065.6933	1	0.8105	2.1016	0.2900	6.1887	1067.7948	1071.8819	Llegada
1067.7948	2	0.6978	3.5986	0.3426	5.3561	1071.3935	1071.8819	Llegada
1071.3935	3	0.2110	15.5572	0.0293	17.6504	1086.9506	1071.8819	Salida
1071.8819	2	-------	-------	-------	-------	1086.9506	1073.1509	Salida
1073.1509	1	-------	-------	-------	-------	1086.9506	1089.0438	Llegada
1086.9506	2	0.1593	18.3689	0.9237	0.3970	1105.3195	1087.3476	Salida
1087.3476	1	-------	-------	-------	-------	1105.3195	1089.0438	Salida
1089.0438	0	-------	-------	-------	-------	1105.3195	-------	Llegada
1105.3195	1	0.9388	0.6314	0.0760	12.8869	1105.9509	1118.2064	Llegada
1105.9509	2	0.0246	37.0672	0.0516	14.8222	1143.0181	1118.2064	Salida
1118.2064	1	-------	-------	-------	-------	1143.0181	1120.7731	Salida
1120.7731	0	-------	-------	-------	-------	1143.0181	-------	Llegada
1143.0181	1	0.6304	4.6141	0.9756	0.1237	1147.6322	1143.1418	Salida
1143.1418	0	-------	-------	-------	-------	1147.6322	-------	Llegada
1147.6322	1	0.1463	19.2180	0.2596	6.7431	1166.8502	1154.3753	Salida
1154.3753	0	-------	-------	-------	-------	1166.8502	-------	Llegada
1166.8502	1	0.2700	13.0919	0.8434	0.8515	1179.9420	1167.7017	Salida
1167.7017	0	-------	-------	-------	-------	1179.9420	-------	Llegada
1179.9420	1	0.8535	1.5839	0.6136	2.4419	1181.5259	1182.3840	Llegada
1181.5259	2	0.5791	5.4634	0.0534	14.6509	1186.9893	1182.3840	Salida
1182.3840	1	-------	-------	-------	-------	1186.9893	1196.1768	Llegada
1186.9893	2	0.5354	6.2475	0.2846	6.2839	1193.2368	1193.2732	Llegada
1193.2368	3	0.2368	14.4067	0.9459	0.2780	1207.6436	1193.2732	Salida
1193.2732	2	-------	-------	-------	-------	1207.6436	1193.5148	Salida
1193.5148	1	-------	-------	-------	-------	1207.6436	1196.1768	Salida
1196.1768	0	-------	-------	-------	-------	1207.6436	-------	Llegada
1207.6436	1	0.7646	2.6834	0.8577	0.7674	1210.3270	1208.4110	Salida
1208.4110	0	-------	-------	-------	-------	1210.3270	-------	Llegada
1210.3270	1	0.9982	0.0178	0.8516	0.8032	1210.3447	1211.1302	Llegada
1210.3447	2	0.7683	2.6355	0.8087	1.0618	1212.9802	1211.1302	Salida
1211.1302	1	-------	-------	-------	-------	1212.9802	1211.4065	Salida
1211.4065	0	-------	-------	-------	-------	1212.9802	-------	Llegada
1212.9802	1	0.1416	19.5453	0.4661	3.8169	1232.5255	1216.7971	Salida
1216.7971	0	-------	-------	-------	-------	1232.5255	-------	Llegada
1232.5255	1	0.1513	18.8867	0.3527	5.2111	1251.4122	1237.7367	Salida
1237.7367	0	-------	-------	-------	-------	1251.4122	-------	Llegada
1251.4122	1	0.4954	7.0240	0.3106	5.8465	1258.4362	1257.2587	Salida
1257.2587	0	-------	-------	-------	-------	1258.4362	-------	Llegada
1258.4362	1	0.2763	12.8611	0.4342	4.1711	1271.2974	1262.6074	Salida
1262.6074	0	-------	-------	-------	-------	1271.2974	-------	Llegada
1271.2974	1	0.3866	9.5047	0.3009	6.0049	1280.8021	1277.3023	Salida
1277.3023	0	-------	-------	-------	-------	1280.8021	-------	Llegada
1280.8021	1	0.4858	7.2196	0.0170	20.3861	1288.0217	1301.1882	Llegada
1288.0217	2	0.2765	12.8565	0.6321	2.2932	1300.8782	1290.3149	Salida
1290.3149	1	-------	-------	-------	-------	1300.8782	1301.1882	Llegada
1300.8782	2	0.2766	12.8536	0.5465	3.0210	1313.7317	1301.1882	Salida
1301.1882	1	-------	-------	-------	-------	1313.7317	1303.8992	Salida
1303.8992	0	-------	-------	-------	-------	1313.7317	-------	Llegada
1313.7317	1	0.4756	7.4327	0.1301	10.1984	1321.1645	1323.9301	Llegada
1321.1645	2	0.1601	18.3179	0.0546	14.5368	1339.4824	1323.9301	Salida
1323.9301	1	-------	-------	-------	-------	1339.4824	1335.7013	Salida
1335.7013	0	-------	-------	-------	-------	1339.4824	-------	Llegada
1339.4824	1	0.1835	16.9577	0.6955	1.8155	1356.4401	1341.2978	Salida
1341.2978	0	-------	-------	-------	-------	1356.4401	-------	Llegada
1356.4401	1	0.3392	10.8120	0.4202	4.3348	1367.2521	1360.7749	Salida
1360.7749	0	-------	-------	-------	-------	1367.2521	-------	Llegada
1367.2521	1	0.6414	4.4404	0.1038	11.3248	1371.6925	1378.5769	Llegada
1371.6925	2	0.2779	12.8036	0.6397	2.2341	1384.4961	1373.9265	Salida
1373.9265	1	-------	-------	-------	-------	1384.4961	1378.5769	Salida
1378.5769	0	-------	-------	-------	-------	1384.4961	-------	Llegada
1384.4961	1	0.9554	0.4560	0.0463	15.3676	1384.9521	1399.8637	Llegada
1384.9521	2	0.4483	8.0219	0.0971	11.6624	1392.9740	1396.6144	Llegada
1392.9740	3	0.5124	6.6875	0.5996	2.5573	1399.6614	1395.5313	Salida
1395.5313	2	-------	-------	-------	-------	1399.6614	1396.6144	Salida
1396.6144	1	-------	-------	-------	-------	1399.6614	1399.8637	Llegada
1399.6614	2	0.4497	7.9912	0.0077	24.3031	1407.6527	1399.8637	Salida
1399.8637	1	-------	-------	-------	-------	1407.6527	1423.9646	Llegada
1407.6527	2	0.9102	0.9409	0.7261	1.6006	1408.5935	1409.2532	Llegada
1408.5935	3	0.4420	8.1654	0.2968	6.0741	1416.7590	1409.2532	Salida
1409.2532	2	-------	-------	-------	-------	1416.7590	1414.6677	Salida
1414.6677	1	-------	-------	-------	-------	1416.7590	1423.9646	Llegada
1416.7590	2	0.0270	36.1315	0.9278	0.3749	1452.8905	1417.1339	Salida
1417.1339	1	-------	-------	-------	-------	1452.8905	1423.9646	Salida
1423.9646	0	-------	-------	-------	-------	1452.8905	-------	Llegada
1452.8905	1	0.3137	11.5927	0.3034	5.9629	1464.4832	1458.8534	Salida
1458.8534	0	-------	-------	-------	-------	1464.4832	-------	Llegada
1464.4832	1	0.5599	5.8000	0.5903	2.6359	1470.2832	1467.1191	Salida
1467.1191	0	-------	-------	-------	-------	1470.2832	-------	Llegada
1470.2832	1	0.8500	1.6258	0.0355	16.6975	1471.9089	1486.9807	Llegada
1471.9089	2	0.7203	3.2803	0.0101	22.9873	1475.1893	1486.9807	Llegada
1475.1893	3	0.0901	24.0713	0.9038	0.5058	1499.2605	1475.6950	Salida
1475.6950	2	-------	-------	-------	-------	1499.2605	1486.9807	Salida
1486.9807	1	-------	-------	-------	-------	1499.2605	1494.8962	Salida
1494.8962	0	-------	-------	-------	-------	1499.2605	-------	Llegada
1499.2605	1	0.7056	3.4871	0.4293	4.2285	1502.7476	1503.4890	Llegada
1502.7476	2	0.3240	11.2694	0.3470	5.2916	1514.0170	1503.4890	Salida
1503.4890	1	-------	-------	-------	-------	1514.0170	1508.0392	Salida
1508.0392	0	-------	-------	-------	-------	1514.0170	-------	Llegada
1514.0170	1	0.5331	6.2905	0.6020	2.5378	1520.3076	1516.5549	Salida
1516.5549	0	-------	-------	-------	-------	1520.3076	-------	Llegada
1520.3076	1	0.9867	0.1339	0.4885	3.5819	1520.4415	1523.8895	Llegada
1520.4415	2	0.6482	4.3353	0.4350	4.1615	1524.7767	1523.8895	Salida
1523.8895	1	-------	-------	-------	-------	1524.7767	1524.6029	Salida
1524.6029	0	-------	-------	-------	-------	1524.7767	-------	Llegada
1524.7767	1	0.5856	5.3516	0.1606	9.1452	1530.1283	1533.9219	Llegada
1530.1283	2	0.0347	33.6198	0.0353	16.7194	1563.7481	1533.9219	Salida
1533.9219	1	-------	-------	-------	-------	1563.7481	1546.8477	Salida
1546.8477	0	-------	-------	-------	-------	1563.7481	-------	Llegada
1563.7481	1	0.1683	17.8192	0.9449	0.2835	1581.5673	1564.0317	Salida
1564.0317	0	-------	-------	-------	-------	1581.5673	-------	Llegada
1581.5673	1	0.7614	2.7264	0.6103	2.4693	1584.2937	1584.0366	Salida
1584.0366	0	-------	-------	-------	-------	1584.2937	-------	Llegada
1584.2937	1	0.2416	14.2034	0.7883	1.1892	1598.4971	1585.4829	Salida
1585.4829	0	-------	-------	-------	-------	1598.4971	-------	Llegada
1598.4971	1	0.5380	6.1985	0.5553	2.9408	1604.6956	1601.4379	Salida
1601.4379	0	-------	-------	-------	-------	1604.6956	-------	Llegada
1604.6956	1	0.0918	23.8845	0.0979	11.6177	1628.5801	1616.3133	Salida
1616.3133	0	-------	-------	-------	-------	1628.5801	-------	Llegada
1628.5801	1	0.1456	19.2678	0.9417	0.3002	1647.8478	1628.8803	Salida
1628.8803	0	-------	-------	-------	-------	1647.8478	-------	Llegada
1647.8478	1	0.1334	20.1455	0.8660	0.7196	1667.9934	1648.5675	Salida
1648.5675	0	-------	-------	-------	-------	1667.9934	-------	Llegada
1667.9934	1	0.9518	0.4940	0.2235	7.4928	1668.4874	1675.4861	Llegada
1668.4874	2	0.7698	2.6169	0.6574	2.0973	1671.1043	1670.5847	Salida
